,p1,p2,p3,p4,p5,p6,p7,trend,aic,mse
CHZ.AX,0,1.0,1,0,1.0,0.0,12.0,n,-37.06538261135279,0.0019040040265773574
CHK.AX,1,0.0,1,0,0.0,0.0,12.0,n,-176.73112211827788,0.00045503954044024726
CNJ.AX,1,0.0,0,0,0.0,0.0,12.0,t,-140.62006776120964,0.00019389565399988447
ENA.AX,1,0.0,0,0,0.0,0.0,12.0,n,-133.8223456098911,0.0007119334410031062
MEU.AX,0,0.0,1,1,0.0,0.0,12.0,c,-96.57092918114596,0.0002392124134903484
GRR.AX,1,1.0,0,1,0.0,0.0,12.0,n,-25.851307105577483,0.021441640731009768
HOR.AX,0,0.0,1,1,0.0,0.0,12.0,t,-66.08874543459207,0.0005087383693451428
MAI.AX,1,0.0,0,0,1.0,0.0,12.0,t,-19.01672962695922,0.01263412095377484
MEY.AX,0,0.0,0,0,0.0,0.0,12.0,c,-104.48033341714508,0.006093277792749302
MAT.AX,1,1.0,0,0,1.0,0.0,12.0,n,-30.55774894963293,0.0015008506608089616
4DS.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-102.64192745096143,0.00015682996682556886
MYQ.AX,1,0.0,0,0,0.0,0.0,12.0,n,-219.006850974178,2.4978753415672017e-06
MYO.AX,0,1.0,0,0,0.0,0.0,12.0,n,-182.657923743196,4.440892098500626e-16
REF.AX,1,1.0,1,0,1.0,0.0,12.0,t,-27.370967144339595,0.00153562890863106
STA.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-83.48529354577434,0.007274787556848157
TER.AX,0,0.0,1,1,0.0,0.0,12.0,c,-15.778815569676807,0.05029732667567648
TRY.AX,1,1.0,1,0,0.0,0.0,12.0,ct,-88.36286233223842,0.002405034103485623
N1H.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-13.435834038639927,0.0013883428275185351
S2R.AX,1,0.0,1,1,0.0,1.0,12.0,n,-546.5564183938036,0.0003102530826383232
RXP.AX,1,1.0,0,0,1.0,0.0,12.0,c,-349.7212505433045,6.428116353185409e-05
WLL.AX,1,0.0,0,0,1.0,0.0,12.0,n,-81.72546487425285,0.0008287910422479782
ABV.AX,0,0.0,1,1,0.0,0.0,12.0,t,-60.07174729482559,0.0006990634366682853
AML.AX,0,1.0,0,0,0.0,0.0,12.0,ct,-67.85557363653714,0.012899882726132277
AFP.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,2.018062858240595
AHX.AX,0,0.0,0,1,1.0,0.0,12.0,n,-153.09847275053744,0.0008611121327752326
AHQ.AX,0,0.0,1,0,0.0,0.0,12.0,t,-103.65827645836796,0.008793151705053244
AYS.AX,0,1.0,1,1,0.0,0.0,12.0,n,-218.6301483773597,0.00027585389018947026
ANG.AX,0,0.0,1,0,1.0,0.0,12.0,ct,-31.547328593926125,0.01498956591962714
TFL.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.10999999940395357
SOR.AX,1,1.0,1,0,0.0,0.0,12.0,ct,-113.397596992635,0.00027066884331602764
MNW.AX,1,1.0,1,0,0.0,0.0,12.0,t,-131.41006576529273,0.0016571777176474238
HGO.AX,1,1.0,1,0,0.0,0.0,12.0,c,-133.35742799185607,0.0007260558666311223
CM8.AX,0,0.0,0,1,0.0,0.0,12.0,ct,-419.0296338412578,3.8301127053830264e-05
CGS.AX,0,1.0,1,1,1.0,0.0,12.0,ct,-200.69429584447,0.00010843854013975474
BFC.AX,1,1.0,1,1,1.0,0.0,12.0,ct,-403.6280894566482,1.260900057532821e-05
SVY.AX,1,0.0,1,0,0.0,1.0,12.0,t,-359.6046855211518,2.834802680645732e-05
TAM.AX,0,1.0,1,0,0.0,0.0,12.0,n,-144.66729031867237,1.4073450054193664e-05
RGB.AX,0,1.0,1,1,1.0,1.0,12.0,ct,-99.28166271144512,0.00045386289773219357
CV1.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-703.8131445903548,4.012405490345927e-05
CYL.AX,0,0.0,0,0,1.0,0.0,12.0,c,-32.72820162542466,0.01829988019340912
DXB.AX,1,0.0,1,1,0.0,1.0,12.0,n,-547.8496183810956,0.00010235142221576288
EBO.AX,1,0.0,0,1,1.0,0.0,12.0,ct,102.3441473631703,0.01842370942511096
ENN.AX,1,1.0,0,0,0.0,0.0,12.0,ct,-373.2010075614914,6.967999429008387e-05
RMP.AX,1,1.0,0,0,1.0,0.0,12.0,n,-556.4129330708811,7.853530169892736e-06
EQX.AX,0,1.0,0,1,0.0,0.0,12.0,c,-47.53278526503654,0.001213072359865927
MIL.AX,1,1.0,0,0,0.0,0.0,12.0,c,-231.27208416715104,0.0004212610902437908
RES.AX,0,0.0,0,0,0.0,0.0,12.0,t,-81.23852763179954,0.013865482958965971
SGQ.AX,0,1.0,0,1,0.0,1.0,12.0,c,-366.57305424405126,0.0005343241893332741
GED.AX,1,0.0,0,0,1.0,1.0,12.0,ct,-510.30677129162626,4.029253369654262e-05
HLX.AX,1,0.0,1,0,0.0,1.0,12.0,n,-743.740604116597,2.869373726378799e-06
IEC.AX,0,0.0,0,0,0.0,0.0,12.0,t,-151.71460588331718,0.0036558535767292812
IPB.AX,1,1.0,1,0,0.0,0.0,12.0,n,-103.67317858226477,0.003959192526586368
3PL.AX,1,0.0,1,0,0.0,0.0,12.0,c,-303.7450283010638,9.454504298278543e-05
RDM.AX,0,1.0,0,0,0.0,0.0,12.0,ct,-90.51470701601879,0.0005923187158758331
RHL.AX,1,1.0,0,0,0.0,0.0,12.0,t,-118.77477528166095,0.00039277222710687454
TAU.AX,1,1.0,1,0,1.0,0.0,12.0,n,-30.719151434506703,0.003769832990799356
TOT.AX,0,0.0,0,0,1.0,0.0,12.0,t,-342.8988112595603,0.00011927356355934116
VMG.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-236.6575002905032,3.2830514793298114e-05
PRO.AX,0,1.0,0,0,0.0,0.0,12.0,n,-50.18925994539078,0.0018730831530002988
PVD.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-251.9501178428606,1.7287477025583475e-05
AGE.AX,0,1.0,0,1,1.0,0.0,12.0,ct,-785.9370637538123,1.3751419577394744e-07
AGS.AX,1,1.0,0,0,0.0,0.0,12.0,c,-650.336030359263,1.4959466956052105e-05
AWV.AX,1,1.0,1,1,0.0,1.0,12.0,t,-696.5502982345172,3.091558653439685e-06
AOU.AX,0,1.0,1,0,0.0,1.0,12.0,ct,-471.65793250887367,2.0736159695430856e-05
APZ.AX,1,0.0,0,1,1.0,1.0,12.0,c,-388.0954517393848,1.2323834386318566e-06
WNR.AX,0,1.0,0,0,0.0,0.0,12.0,n,-518.2585011870574,1.4901161415892261e-09
,1.0,0.0,1,1,0.0,0.0,12.0,t,-24.767706124053674,0.0005551909021280794
AWN.AX,0,1.0,0,1,1.0,0.0,12.0,t,-329.33958986072673,0.00022780558787796607
SFC.AX,1,1.0,0,1,1.0,1.0,12.0,t,65.46480796842887,0.002071109701590857
GWR.AX,0,1.0,1,0,1.0,1.0,12.0,n,-300.34520027351283,1.0077614519682363e-06
CYG.AX,1,0.0,0,1,1.0,1.0,12.0,c,-216.47806404968074,0.00010238070759016617
CSE.AX,0,1.0,1,1,1.0,0.0,12.0,ct,-371.40510814255333,3.5000372632237875e-06
CUX.AX,1,1.0,1,0,1.0,0.0,12.0,ct,-874.3846303452202,1.0738304192700264e-05
SIO.AX,1,1.0,1,1,1.0,1.0,12.0,t,-358.45498592639075,7.957416403470141e-06
PIO.AX,1,0.0,1,0,0.0,1.0,12.0,c,-753.9665260812468,1.2241154929532386e-05
MXI.AX,1,0.0,0,0,0.0,0.0,12.0,t,-422.9564598148822,7.763464736965098e-06
MVT.AX,0,1.0,1,1,1.0,1.0,12.0,n,-417.8943498555233,5.11468106000057e-05
MRP.AX,0,0.0,0,0,1.0,1.0,12.0,n,-370.0684284480024,6.672748083440261e-05
HIT.AX,0,0.0,1,0,0.0,1.0,12.0,ct,-236.2872503842061,0.003116864729253655
GMR.AX,0,1.0,1,1,1.0,0.0,12.0,ct,-574.5408405295079,3.6049687945020202e-06
GPP.AX,1,1.0,0,1,1.0,1.0,12.0,c,-750.7093062655676,1.2596865351659388e-06
EMH.AX,1,0.0,1,0,1.0,0.0,12.0,t,-274.53365211692255,9.990059136266716e-06
EMB.AX,1,1.0,1,0,0.0,0.0,12.0,n,-19.004594863037106,1.7139758613282655e-05
ELX.AX,1,1.0,1,1,1.0,1.0,12.0,n,-243.7588529021788,7.025259851189958e-06
CVS.AX,0,1.0,0,0,1.0,0.0,12.0,c,-769.2707532964197,1.3042819430762395e-06
CSV.AX,0,1.0,1,1,0.0,1.0,12.0,n,-386.78257280064383,4.171671495181717e-05
CGN.AX,0,1.0,0,1,0.0,1.0,12.0,t,-759.6745796968762,7.636088770949026e-06
COY.AX,0,0.0,0,0,0.0,0.0,12.0,c,-830.0568464811809,0.00016475221023184126
CCJ.AX,0,0.0,1,1,1.0,1.0,12.0,ct,-687.7277071787427,0.0001666954794575081
TTI.AX,1,1.0,1,0,1.0,1.0,12.0,n,-646.6649269328999,8.088929797382682e-05
RIC.AX,1,0.0,0,0,0.0,1.0,12.0,ct,-283.6862638641286,0.006317432322810346
CGR.AX,1,1.0,0,1,1.0,1.0,12.0,n,-328.9174665175966,1.6177178893350682e-05
RMI.AX,0,0.0,1,1,0.0,1.0,12.0,t,-577.2466298940468,1.629866308595039e-05
PNX.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-846.9514905509596,1.6517200772739329e-06
TPS.AX,1,0.0,0,1,1.0,0.0,12.0,n,-399.9292302844737,0.0001061400277208302
HHM.AX,1,1.0,0,0,0.0,0.0,12.0,n,-61.01038195196705,0.0002892610070590364
MRC.AX,1,1.0,0,0,1.0,0.0,12.0,t,-415.3648152121757,4.130639507105016e-06
DTI.AX,1,0.0,1,1,1.0,1.0,12.0,t,-487.248749298014,0.00016156858617057124
AZV.AX,1,0.0,1,0,0.0,1.0,12.0,t,-589.1447071338553,0.0005664934252388315
BRL.AX,0,0.0,0,1,1.0,0.0,12.0,n,-331.81014240555606,1.1479094084887453e-05
BBX.AX,1,0.0,1,0,1.0,0.0,12.0,n,-386.71847255266573,0.0011802501454463155
BXN.AX,1,0.0,1,1,1.0,1.0,12.0,c,-502.0365856519789,5.519112158233058e-06
BLZ.AX,1,1.0,0,1,0.0,0.0,12.0,c,-644.8461523852815,3.703225310253827e-06
BNR.AX,1,1.0,1,1,0.0,0.0,12.0,ct,-711.7267581188856,2.775781541963089e-05
BPH.AX,1,0.0,0,0,1.0,0.0,12.0,n,-1076.0220138160257,2.168404344971009e-19
BPL.AX,1,0.0,1,0,0.0,0.0,12.0,t,-636.6230585228477,1.2763949692171095e-05
BSA.AX,0,1.0,1,0,0.0,1.0,12.0,ct,-505.99790520861575,4.819023761648555e-06
BUX.AX,0,0.0,1,0,1.0,1.0,12.0,ct,-355.09610405164216,0.00031161012293663687
MTB.AX,0,1.0,1,0,0.0,0.0,12.0,n,-1011.6396787402437,2.963540461208697e-09
CZI.AX,0,0.0,0,1,1.0,1.0,12.0,t,-444.7144839328242,9.837589344655062e-06
CDY.AX,1,0.0,0,0,0.0,0.0,12.0,n,-477.0800079961818,0.00012882062472827085
VCX.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-208.77302903483485,5.04820779676507e-05
CTO.AX,0,1.0,1,0,1.0,0.0,12.0,t,-914.6645230221428,3.871756849967156e-06
CVW.AX,0,0.0,1,0,1.0,1.0,12.0,c,-159.44404780488762,3.63509653716898e-05
CLZ.AX,0,1.0,0,0,0.0,0.0,12.0,t,-255.68829440131333,2.463645703125808e-06
CRB.AX,1,0.0,1,1,0.0,1.0,12.0,ct,-581.911105134651,3.5772759713857676e-05
EAS.AX,1,1.0,1,0,1.0,1.0,12.0,n,-233.99009689641338,2.232424813664036e-05
EPM.AX,1,0.0,1,0,1.0,1.0,12.0,ct,-701.7194588519639,6.960435964416779e-07
EVO.AX,0,0.0,0,1,1.0,0.0,12.0,n,-99.63381677965552,0.00019161449665142105
FEL.AX,1,0.0,0,0,0.0,1.0,12.0,t,-587.3936244732697,7.073552151532629e-07
FFI.AX,0,0.0,1,0,0.0,1.0,12.0,c,-147.235277686875,0.007211309489873584
FNT.AX,0,1.0,1,1,0.0,1.0,12.0,ct,-801.0453768761978,7.620105052820456e-07
GTG.AX,1,0.0,0,1,0.0,0.0,12.0,c,-850.5641624813022,7.026630192725516e-06
GME.AX,1,0.0,0,0,0.0,0.0,12.0,t,-593.1229315745363,0.00019344855391250496
KPT.AX,0,0.0,0,0,1.0,1.0,12.0,c,-71.39349345200598,0.0016773705853088128
IVO.AX,0,0.0,1,1,0.0,0.0,12.0,t,-89.04040427925163,0.00011161849221725422
IVR.AX,0,1.0,0,0,0.0,0.0,12.0,c,-179.98080838456553,0.0003937522431978617
LSR.AX,1,0.0,1,0,1.0,0.0,12.0,t,-42.89823832353764,0.0006523543779989513
MZN.AX,0,1.0,0,0,0.0,0.0,12.0,t,-179.20750298325578,4.6762779862271295e-05
NXM.AX,1,1.0,1,0,0.0,0.0,12.0,ct,-100.25369891910331,0.0024330920030730284
NOR.AX,1,1.0,0,0,0.0,0.0,12.0,n,-170.5584781299209,8.063378522751075e-05
TDO.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-94.56378022779379,0.0015305146623207904
PPY.AX,0,0.0,1,1,0.0,0.0,12.0,t,-72.00474638039492,0.0013802818751164829
PIL.AX,0,1.0,0,0,0.0,0.0,12.0,c,-166.05350779111245,0.0007610684605685317
SBR.AX,0,1.0,1,0,0.0,0.0,12.0,n,-164.4149772181609,3.959105899362717e-05
SOM.AX,1,1.0,1,1,1.0,0.0,12.0,n,-78.74254194193594,3.051476186355373e-05
SRS.AX,1,1.0,0,0,0.0,0.0,12.0,n,-160.0107032295838,0.00016452016216196588
SPQ.AX,1,1.0,0,0,0.0,0.0,12.0,c,-191.25514440099042,0.00015534017596324833
TBR.AX,0,1.0,0,1,1.0,1.0,12.0,ct,79.80216455605185,0.0008252733864422268
TGP.AX,0,1.0,0,0,0.0,1.0,12.0,ct,-479.748023730254,4.099275780788947e-05
TNK.AX,1,0.0,0,1,0.0,0.0,12.0,ct,-189.7810717199387,0.00011774196184788369
TKL.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-127.1517002386507,0.0008387491275053504
VMX.AX,1,1.0,1,0,1.0,0.0,12.0,n,-20.067996142095,0.004823471289472023
TRM.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-28.68560886192691,0.0008984616512777945
REY.AX,0,0.0,0,0,0.0,0.0,12.0,t,-6.739148234919862,0.03801088207215731
GFL.AX,0,0.0,0,0,0.0,0.0,12.0,c,-146.69793968352002,0.025753731694460047
DIV.AX,0,1.0,1,1,0.0,1.0,12.0,n,-5.879712178546263,0.0006278952030953633
AEV.AX,1,0.0,0,0,1.0,0.0,12.0,ct,-59.54687920829001,0.00017777864837915738
ARD.AX,1,1.0,0,0,1.0,0.0,12.0,ct,-58.88784919222812,0.0033285587185594824
PPG.AX,1,0.0,1,1,0.0,0.0,12.0,c,-34.44193254903145,0.0020680306434163
SND.AX,0,0.0,1,0,1.0,0.0,12.0,c,-23.486974821070362,0.006205990400235558
GUL.AX,1,1.0,0,0,0.0,0.0,12.0,c,-157.15210065247362,7.650757981056175e-05
CTM.AX,0,1.0,0,0,1.0,0.0,12.0,ct,-63.953325385527926,5.179802173723794e-05
1ST.AX,1,0.0,1,1,0.0,0.0,12.0,n,-57.19947800982994,0.0017793012879584796
RTG.AX,0,1.0,1,0,0.0,0.0,12.0,t,-64.67756815658339,0.0010833398509634664
CNL.AX,1,1.0,0,0,0.0,0.0,12.0,n,-17.296813906935018,0.0037379244449517843
SIH.AX,0,1.0,0,0,0.0,0.0,12.0,ct,-195.08652488087208,0.0004804490563107612
CZN.AX,1,0.0,1,0,0.0,0.0,12.0,t,-171.8191041536029,0.00021576739022114545
FFC.AX,1,0.0,0,1,0.0,0.0,12.0,t,-39.53201280587968,0.0038372734248839436
FSF.AX,1,0.0,1,1,0.0,0.0,12.0,t,-124.78546694274824,0.0008420261701820309
ORN.AX,0,1.0,1,1,0.0,0.0,12.0,ct,-57.994766006531506,0.0004210514659521805
ICI.AX,0,1.0,1,0,1.0,0.0,12.0,ct,-29.238409877582086,0.0005752901644643617
ICU.AX,1,0.0,0,1,0.0,0.0,12.0,t,-50.99950831535634,0.0002642034209828833
IRC.AX,0,1.0,0,1,0.0,0.0,12.0,t,-51.05830080422182,0.0014963510681705679
MGV.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-107.63170697143778,0.0017341529945108733
MAU.AX,0,1.0,0,0,0.0,0.0,12.0,t,-67.75256300694087,0.004570735237903462
PFG.AX,0,1.0,0,0,1.0,0.0,12.0,ct,-41.40877108109096,5.655188111757356e-05
CAG.AX,1,1.0,0,0,1.0,1.0,12.0,ct,-27.192724899363256,0.0015048888161418585
RDF.AX,1,0.0,1,0,0.0,0.0,12.0,n,-55.47075761665949,0.00909050542835893
WRM.AX,1,1.0,0,1,0.0,0.0,12.0,c,-77.02227317983609,0.0006730856459877724
SCU.AX,0,1.0,0,0,0.0,0.0,12.0,c,-123.37272511379784,0.00022788617412933859
SRH.AX,0,0.0,1,0,0.0,0.0,12.0,c,-57.875211096129426,0.004438236216619897
LSX.AX,1,0.0,0,0,1.0,0.0,12.0,n,-24.068529341924968,0.0439411785821417
8IH.AX,1,0.0,1,1,1.0,1.0,12.0,c,-252.11989454206366,0.0002702872861200245
KPL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
GDF.AX,1,1.0,0,0,1.0,0.0,12.0,c,-135.9758825173405,0.007717369223814607
MGP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
ADR.AX,1,1.0,0,0,1.0,0.0,12.0,n,168.38936912099385,0.001879676833758264
RGP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PRL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PBT.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
DRM.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
EER.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.0040000001899898035
GMY.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
CBC.AX,1,1.0,0,0,1.0,0.0,12.0,n,-245.0321144041132,2.737281955966786e-05
REV.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.009999999776482582
FND.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.2199999988079071
OHE.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
0,0.0,0.0,12,n,-1.0,1000.0,,,,
IAB.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
MTM.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
SVS.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
MEL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
AQC.AX,1,0.0,0,1,1.0,1.0,12.0,ct,-158.5464278091065,0.0005302780420206599
0,0.0,12.0,n,-1.0,1000.0,,,,,
SVS.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
MEL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PGF.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
NKP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF06.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF03.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMWE1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMLL1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF2.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMSG1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF05.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF01.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF3.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF04.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
IZZ.AX,0,0.0,0,1,0.0,1.0,12.0,c,210.68749016726426,0.03677811800837817
FGX.AX,0,1.0,0,0,0.0,0.0,12.0,n,-70.6421706744952,0.004999995231628418
FGG.AX,0,0.0,0,0,0.0,0.0,12.0,c,-62.88058188691926,0.24458838412970985
AYF.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
AYZ.AX,1,1.0,1,1,0.0,0.0,12.0,t,218.55067057301983,0.016909556638594836
,t,-50.99950831535632,0.00026420342098303583,,,,,,,
IRC.AX,0,1.0,0,1,0.0,0.0,12.0,t,-51.05830080422182,0.0014963510681705679
MGV.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-107.63170697143778,0.0017341529945108733
MAU.AX,0,1.0,0,0,0.0,0.0,12.0,t,-67.75256300694087,0.004570735237903462
PFG.AX,0,1.0,0,0,1.0,0.0,12.0,ct,-41.40877108109096,5.655188111757356e-05
CAG.AX,1,1.0,0,0,1.0,1.0,12.0,ct,-27.192724899363256,0.0015048888161418585
RDF.AX,1,0.0,1,0,0.0,0.0,12.0,n,-55.47075761665949,0.00909050542835893
WRM.AX,1,1.0,0,1,0.0,0.0,12.0,c,-77.02227317983609,0.0006730856459877724
SCU.AX,0,1.0,0,0,0.0,0.0,12.0,c,-123.37272511379784,0.00022788617412933859
SRH.AX,0,0.0,1,0,0.0,0.0,12.0,c,-57.875211096129426,0.004438236216619897
LSX.AX,1,0.0,0,0,1.0,0.0,12.0,n,-24.068529341924968,0.0439411785821417
8IH.AX,1,0.0,1,1,1.0,1.0,12.0,c,-252.11989454206366,0.0002702872861200245
KPL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
GDF.AX,1,1.0,0,0,1.0,0.0,12.0,c,-135.9758825173405,0.007717369223814607
MGP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
ADR.AX,1,1.0,0,0,1.0,0.0,12.0,n,168.38936912099385,0.001879676833758264
RGP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PRL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PBT.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
DRM.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
EER.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.0040000001899898035
GMY.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
CBC.AX,1,1.0,0,0,1.0,0.0,12.0,n,-245.0321144041132,2.737281955966786e-05
REV.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.009999999776482582
FND.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.2199999988079071
OHE.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
0,0.0,0.0,12.0,n,-1.0,1000.0,,,,
IAB.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
MTM.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
SVS.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
MEL.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PGF.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
NKP.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF06.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF03.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMWE1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMLL1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF2.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMSG1.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF05.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF01.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMQF3.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
YTMF04.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
IZZ.AX,0,0.0,0,1,0.0,1.0,12.0,c,210.68749016726426,0.03677811800837817
FGX.AX,0,1.0,0,0,0.0,0.0,12.0,n,-70.6421706744952,0.004999995231628418
FGG.AX,0,0.0,0,0,0.0,0.0,12.0,c,-62.88058188691926,0.24458838412970985
AYF.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
AYZ.AX,1,1.0,1,1,0.0,0.0,12.0,t,218.55067057301983,0.016909556638594836
CSLCD.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
CTN.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
USR.AX,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
